id,text,label
129,"(e) provide for a governing body consisting of not less than five persons, three of whom shall not be related to each other;",
130,"(f) in the case of international non- governmental organizations, specify the authorized agent, being a Kenyan citizen, retained by the organization, upon whom official notices, summonses and other process may be served;",
131,"set out the rules for convening and (g) conducting meetings, including quorums required for and the minutes to be kept of those meetings;",
132,(h) determine the manner in which decisions are to be made;,
133,provide that the organization's (i) financial transactions shall be conducted by means of a banking account;,
134,determine the financial year of the (j) organization;,
135,(k) set out a procedure for changing the constitution;,
136,set out a procedure by which the (1) organization may be wound up or dissolved; and,
137,"(m) provide that, when the organization is being wound up or dissolved, any asset remaining after all its liabilities have been met, shall be transferred to another public benefit organization having similar objectives, which shall be identified through a resolution of the governing body of the organization being wound up or dissolved otherwise, the Authority shall make this decision.",
138,"(5) The constitution of a membership organization that intends to register as a public benefit organization may make provision for matters relevant to conducting its affairs, including the following—",
139,(a) qualifications for and admission to membership of the organization;,
140,circumstances in which a member (b) shall no longer be entitled to the benefits of membership;,
141,(d) appeals against loss of the benefits of membership or against termination of membership and specify the procedure for those appeals and determine the body to which those appeals may be made;,
142,(e) membership fees and other payments by members;,
143,"provision that except for proven gross (f) negligence or criminal malfeasance, members or the governing body do not become liable for any of the obligations and liabilities of the",
144,organization solely by virtue of their status as members or the governing body of the organisation;,
145,appointment of the governing body (g) and their respective functions;,
146,"procedure for nominating, electing or (h) appointing the governing body and their powers and functions;",
147,circumstances and manner in which (i) members of the governing body may be removed from office and provide for appeals against such removal and specify procedures for those appeals and determine a body to which those appeals can be made;,
148,"provision that members of its, (j) governing body are not personally liable for any loss suffered by any person as a result of an act or omission which occurs in good faith while the office-bearer is performing functions for or on behalf of the organization;",
149,provisions for avoiding conflict of (1) interest and dealing with it where it arises;,
150,the purposes for which the funds of (m) the organization may be used; and,
151,acquiring and controlling of assets. (n),
152,"(6) Subject to subsections (4) and (5), the governing body of a public benefit organization shall adopt such by- laws or rules as may be necessary to enable it to perform its functions and exercise its powers.",
153,(7) The governing body of a public benefit organization shall not delegate—,
154,"its duties to review and approve the (a) income, liabilities, assets, expenditures, and programs of the public benefit organization for the past year and the anticipated assets,",
155,"liabilities, income, expenditures and programs for the upcoming year;",
156,the selection of its members; (b),
157,the process by which its constitution (c) or other founding instrument can be amended; or,
158,"decisions to deregister, dissolve, or (d) wind-up the public benefit organization.",
159,(8) A public benefit organization shall notify the Authority of any change in the particulars submitted under subsection (2) or (3) within sixty days of occurrence.,
160,"9.(1) The Authority shall, within sixty days after Consideration receiving an application under this Act— of application.",
161,consider the application and any (a) further information provided by the applicant; and,
162,"if satisfied that the application meets (b) the requirements of this Act, register the organization as a public benefit organization.",
163,"(2) If, after considering an application, the Authority is not satisfied that the application complies with the requirements for registration, the Authority shall forthwith, in writing, notify the applicant accordingly, giving reasons for the decision and informing the applicant of the duration, which shall be a period not exceeding thirty days from the date of the notice, during which to comply with those requirements.",
164,"(3) The period within which compliance shall be effected under subsection (2) may be extended by the Authority upon good cause being shown by the applicant, but such extension shall only be granted once and shall be for a maximum period of twenty-one days.",
165,"(4) If an applicant whb has received a notice in terms of subsection (2) complies with the requirements for registration.within the prescribed period, the Authority shall, within fourteen days of receipt of the requested requirements, register the public benefit organization concerned accordingly.",
166,"(5) If an applicant who has received a notice in terms of subsection (2) fails to comply with the requirements set out in that notice, the Authority shall—",
167,(a) refuse to register the public benefit organization concerned; and,
168,notify the applicant in writing of the (b) refusal and the reasons for the refusal within the number of days remaining in the original sixty day period for making a decision.,
169,"Certificate of 	10. (1) Upon registering a public benefit organization, the Authority shall issue a certificate of registration in the registration. prescribed form.",
170,(2) A certificate of registration shall be a conclusive evidence of the authority to operate throughout Kenya as specified in the constitution of the public benefit organization or in the certificate of registration.,
171,"(3) A registered public benefit organization shall by virtue of such registration be a body corporate with perpetual succession capable, in its name, of—",
172,(a) suing and being sued;,
173,"(b) taking, purchasing or otherwise acquiring, holding, charging or disposing of movable and immovable property;",
174,(c) entering into contracts; and,
175,"(d) doing or performing all such other things or acts necessary for proper performance of its functions under this Act, which may lawfully be done or performed by a body corporate.",
176,(4) A public benefit organization which has been registered retains its registration until—,
177,(a) its registration is cancelled under this Act;,
178,(b) the organization is voluntarily deregistered; or,
179,(c) the organization is wound-up or dissolved.,
180,International 11. (1) An organization which is registered outside organizations. Kenya and which intends to operate in Kenya shall apply to the Authority for a certificate to operate in Kenya.,
181,(2) The Authority shall take any of the following actions on an application made under subsection (1) —,
182,"(a) exempt the organization from registration, and instead grant that organization a permit to operate in Kenya, if that organization does not intend to directly implement any activities or programmes in Kenya or operate from Kenya to implement any activities or programmes in another country;",
183,"(b) require the organization to apply for registration as an international organization, if that organization intends to directly implement any activities or programmes in Kenya or operate from Kenya to implement any activities or programthes in another country.",
184,(3) The Authority shall not exempt an organization from registration under subsection (2)(a) if that organization intends to —,
185,(a) engage in direct implementation of any activity or program in Kenya or operate from Kenya to implement any activities or programs in another country;,
186,(b) raise any subscriptions or engage in any other form of raising of funds in Kenya.,
187,"(4) The Authority shall require an organization that applies for registration pursuant to subsection (2) (b) to undergo the same registration procedures, and satisfy such application requirements, as may be provided for in the regulations.",
188,(5) An organization registered pursuant to an application made under subsection (2)(b) shall be required by the Authority to —,
189,have at least one third of its directors who are (a) Kenyan citizens and who are resident in Kenya; and,
190,(b) maintain an office in Kenya.,
191,(6) Regulations shall provide for the regulation of organizations issued with a permit to operate in Kenya under subsection (2) (a).,
192,"12. If, upon the expiry of sixty days from the date a Presumption of public benefit organization made an application for registration. registration under section 9(1), no decision has been made by the Authority, the public benefit organization may apply to the Tribunal for an order requiring the Authority to issue to it a certificate of registration or communicate to the organization that the registration has been refused, together with the reasons therefor.",
193,13.(1) The certificate of registration issued by the Effect of Authority shall be conclusive evidence that the registration. organization—,
194,(a) has met all the requirements for registration;,
195,(b) has been duly registered in accordance with this Act unless it is proved that the registration thereof has been cancelled;,
196,(c) is a body corporate.,
197,"14. Any official notices, letters, summons, or other legal Service of process shall be considered validly served on a registered official notices, public benefit organization if it is delivered in person or by letters, mail to the authorized agent or to the address specified summons or pursuant to section 8 (2) (d) and (3) (d) of this Act. legal process.",
198,15. (1) The Authority shall maintain a register of all Register of registered public benefit organizations and such register public benefit shall include the following information— organisations.,
199,(a) the area of the activities of the organization;,
200,(b) the registered officials for the time being in charge of the organization;,
201,(c) any information presented to the Authority by the organization pursuant to this Act or regulations;,
202,(d) a detailed inventory of the assets of the organization;,
203,any other information that the (e) Authority may deem necessary to,
204,include or as may be provided in the regulations.,
205,(2) The register kept under this section shall—,
206,be open to public inspection during (a) ordinary business hours; and—,
207,"any person may request, in (i) person or by mail, a copy of any entry in the register; and",
208,(ii) no more than a reasonable charge may be made for a copy of an entry in the register;,
209,(b) be made available through the internet.,
210,"(3) Any person may, upon payment of the prescribed fee-",
211,(a) inspect the register or any documents filed with the Authority;,
212,"(b) require to be supplied with a certificate, duly certified by the Authority, showing the subsisting entries in the register relating to any organization registered under this Act; or",
213,"(c) require to be supplied with a copy of, or an extract from, any document filed with the Authority duly certified by the Authority to be a true copy or extract, as the case may be.",
214,"(4) Despite subsection (2), the Authority may refuse to issue a copy of a certificate of registration to an applicant unless that applicant satisfies such conditions as the Authority may determine, including satisfying the Authority as to the intention of the use of the copy.",
215,"(5) A copy of an entry requested under subsection (2) (a) (i), or a written decision explaining the reasons for the denial of the request, shall be furnished to the person making the request within thirty days of request.",
216,"(6) Within fourteen days after the end of each quarter of the financial year, the Authority shall publish in the Gazette and on a website which it shall maintain for the purpose of publication of information relating to its operations, the",
217,The Public Benefit Organizations 2013 No. 18,
218,(a) all public benefit organizations that are registered;,
219,all public benefit organizations whose (b) registration were cancelled during the preceding quarter of the financial year; and,
220,"(c) all public benefit organizations which deregistered voluntarily, were wound up or dissolved during the previous quarter of the financial year.",
221,"(7) A public benefit organization that has been deregistered shall be removed from the register, but its entry in the register, including the decision on deregistration and the reasons thereof, shall be retained and made available to the public upon request.",
222,(8) The register shall be received in proceedings before any court or tribunal as evidence of the matters recorded therein which are required by or under this Act to be so recorded.,
223,"(9) A document purporting to be certified by the Director to be a true copy of an entry in the register stating that a public benefit organization is not, or was not registered on a date specified in the document, shall be received in proceedings before a court or tribunal as prima facie evidence of any such matters contained in the entry or of that fact, as the case may be.",
224,"16. (1) The Authority may refuse to register any Refusal of organization as a public benefit organization where, in its registration. opinion—",
225,(a) the application for registration does not comply with the requirements of this Act;,
226,(b) the objectives of the proposed public benefit organization contravenes any written law;,
227,"(c) the applicant organization has committed a serious violation or repeated violation of this Act, other laws or regulations;",
228,(d) the applicant has given false or misleading information in any,
229,"(e) the name of the proposed public benefit organization is similar to the name of another institution, other organization or entity as to be likely to mislead the public as to its true identity.",
230,"(2) Where the Authority has refused registration of a proposed public benefit organization, it shall, within fourteen days of the decision, notify the applicant of the reasons for the refusal.",
231,17. (1) An applicant who is aggrieved by a decision of Review by the the Authority may apply to the Authority for review of its Authority or decision within thirty days of receiving a written notice of appeal to the the decision. Tribunal.,
232,(2) An applicant who is aggrieved by a decision of the Authority following review may appeal to the Tribunal against the decision.,
233,"(3) Without prejudice to subsection (1), an applicant who is aggrieved by a decision of the Authority may, within thirty days of receiving a written notice of the decision, appeal to the Tribunal against the decision of the Authority.",
234,"(4) Upon receipt of an appeal, the Tribunal shall, within sixty days from the date of receiving the appeal, consider and determine the appeal.",
235,"18. (1) Where a public benefit organization registered Procedure for under this Act is in violation of the provisions of this Act, suspension or the Authority may serve on the organization a default notice cancellation. in writing specifying the nature of the default.",
236,"(2) Upon receipt of the default notice, the public benefit organization may make representations in writing to the Authority regarding remedy or rectification of the default or violation of the Act.",
237,"(3) Where the public benefit organization has failed to remedy or rectify the default or ensure compliance with the provisions of this Act within the time specified in the default notice or has not made representations satisfactory to the Authority, the Authority shall fine, suspend or cancel the certificate of registration of the organization but in no event shall the time limit for compliance be less than fifteen days after receipt of the default notice.",
238,"(4) A public benefit organization that has been fined or whose certificate has been suspended or cancelled may, within sixty days of receiving notice of the decision, apply to the Authority for review of the decision to fine it, suspend or cancel the certificate if it is dissatisfied by the reasons for such fine, suspension or cancellation.",
239,"(5) Notwithstanding subsection (4), a public benefit organization which is dissatisfied by the decision of the Authority to fine it, suspend or cancel a certificate may appeal to the Tribunal.",
240,"19. (1) Subject to section 17, the Authority may cancel Suspension or a certificate of registration issued under this Act, if — cancellation of certificate. (a) the public benefit organization has committed violations of this Act;",
241,(b) the public benefit organization is carrying out its activities in a manner which is contrary to its constitution.,
242,"(2) The Authority may, subject to section 17, suspend or cancel a certificate of registration issued under this Act if there is substantial and credible evidence that the public benefit organization has ceased to exist.",
243,(3) Where the certificate of registration has been suspended or cancelled the Authority shall—,
244,"(a) in writing, notify the relevant public benefit organization within twenty-one days from the date of suspension or cancellation;",
245,(b) order such public benefit organization to stop its operations; or,
246,(c) remove the name of such public benefit organization from the register.,
247,"(4) Cancellation of the certificate of registration terminates all the public benefit organization benefits but does not terminate any obligations, including those with respect to monies or assets obtained while the organization was a registered public benefit organization, nor does it terminate reporting requirements covering any such monies or assets or any period of time during which it was a registered public benefit organization.",
248,"PART III- SELF-REGULATION, ADMINISTRATIVE AND REPORTING OBLIGATIONS",
249,20. (1) Every organization has the freedom to — 	Freedom of,
250,association. join in association with other organization or (a) organizations as it may desire and to participate in forming a forum of public benefit organizations under this Act;,
251,join a forum of public benefit organizations; (b),
252,exit a forum of public benefit organizations. (c),
253,"(2) Every organization which is a member of a forum of public benefit organizations has the right, subject to the constitution of that forum, to —",
254,(a) participate in its lawful activities;,
255,of 	its in the election (b) participate officials and representatives.,
256,"21. (1) There is established a federation of registered Establishment public benefit organizations to be known as the National of the Federation of Public Benefits Organizations, which shall be Federation, etc. an umbrella organization of all public benefit organizations registered under this Act and the self-regulation forums of public benefit organizations recognised by the Authority.",
257,(2) Every registered organization shall be eligible for membership of the Federation.,
258,(3) The Federation shall be a body corporate with perpetual succession capable in its name of-,
259,(4) The Federation shall —,
260,(a) be managed by a governing board consisting of not more than nine members;,
261,(b) have a secretariat under the supervision of the chief executive officer of the,
262,Federation who shall also be the secretary to the governing board of the Federation;,
263,"(c) subject to paragraphs (a) and (b), adopt its own structure, rules and procedures for the efficient administration of its activities.",
264,(5) The elections to an office in the governing board of the Federation shall be supervised by the Independent Electoral and Boundaries Commission.,
265,(6) The rules on the conduct of the elections to an office in the governing board of the Federation shall ensure that every member organization is able to vote in the election and shall include the quorum required for the purposes of the election.,
266,(7) The Cabinet Secretary shall have powers to ensure the compliance with the rules and procedures of the Federation at all times including during its elections.,
267,"(8) Notwithstanding anything contained in the rules of the Federation, a member of the governing board of the Federation shall hold office for five years but shall be eligible for election for one more term.",
268,(9) The objectives and functions of the Federation shall be to —,
269,(a) provide leadership on matters of interest to the sector and for the promotion of the sector generally;,
270,(b) promote self-regulation by the forums for self-regulation of public benefit organizations;,
271,(c) co-ordinate the self-regulation forums registered under this Part;,
272,"(d) monitor the performance of the self- regulation forums and advise the Authority in the monitoring and enforcement of compliance by these forums and their respective public benefit organizations members with the provisions of this Act, the regulations and the general code of conduct and the codes of conduct adopted by the self-",
273,445 2013 The Public Benefit Organizations No. 18,
274,(e) advise the Authority generally on the development of the public benefit organizations sector;,
275,(f) facilitate the building of the capacity of non-governmental organizations for the enhancement of the effectiveness of these organizations;,
276,(g) render such advice to donors and the Authority on any issue relating to the sector.,
277,"(10) The Cabinet Secretary, the Authority and the Federation shall have regular consultations for the purpose of harmonising their policies and for the co-ordination of the sector.",
278,(11) The Tribunal shall have jurisdiction in respect of disputes mentioned in subsection (12).,
279,(12) The disputes referred to in subsection to in subsection (11) shall be disputes-,
280,(a) between any member of the Federation and the Federation;,
281,between the members of the Federation; (b),
282,(c) between the Federation and the Authority.,
283,(13) The Tribunal shall also determine any appeals from-,
284,(a) a decision of the Cabinet Secretary or the Authority concerning the Federation;,
285,(b) a decision of the Federation.,
286,"22. Where, under any written law, the Federation is Appointment to required to nominate or appoint a person to membership in statutory any public body, such nomination or appointment shall be bodies, etc. made by the governing body of the Federation and the Federation shall observe the following in the nomination or appointment-",
287,(a) the provisions of the Constitution and any other written law on leadership and integrity;,
288,"(b) the principles of equality, equity and non- discrimination;",
289,(c) consultations and public participation;,
290,"(d) subject to section 35(1)(h) and (i), not to nominate or appoint members of the Federation's governing body; and",
291,(e) the need to ensure appropriate expertise in the respective appointments or nominations and fair representation of the various thematic areas of public benefit activities.,
292,23. (1) Each organization registered under this Act may Organizations voluntarily join and maintain membership in a self- may join self- regulation forum of registered public benefit organizations. regulation,
293,(2) Each forum shall enter into a recognition agreement with the Authority upon proof to the satisfaction of the Authority that the forum represents a significant number of organizations registered by the Authority as prescribed by the Cabinet Secretary.,
294,24. (1) Each forum of public benefit organizations shall Self-regulation establish and maintain a code and standards by which its forums to members shall be bound. develop and maintain codes of conduct.,
295,"(2) The forums of public benefit organizations may, for purposes of enhancing self-regulation, organise themselves in such federation of forums as may be expedient for that purpose.",
296,"(3) The forums shall ensure that each code of conduct adopted by them is consistent with the national and foreign policies and the laws of Kenya, and that such code of conduct contain, as a minimum, the provisions of the general conduct of conduct.",
297,25.(1) The governing body of a public benefit Organizational organization shall be distinct and separate from the integrity and administrative and day-to-day management body of the internal self- organization. regulation.,
298,"(2) The principles of transparency and accountability shall be applied to all the affairs and activities of a public benefit organization, whether with the Government, the target population or beneficiaries, donors, other public benefit organizations or other stakeholders.",
299,"(3) The governing body of a public benefit organization shall establish clear and unambiguous guidelines relating to conduct and operations of the organization, including guidelines to ensure that the personal interests of its members, the staff and volunteers do not conflict with those of the organization or influence, or affect the performance of their duties.",
300,"(4) A public benefit organization shall not discriminate against any person but in no event shall a public benefit organization created to assist targeted populations, where the target is determined in line with social justice values, be required to assist people of other populations.",
301,"(5) The activities of a public benefit organization shall, upon request, be open and accessible to scrutiny by its respective stakeholders, except for personal matters, legal matters and proprietary information, as may be provided for by or under any law.",
302,Every person who serves on the governing body of a 26. Voluntary public benefit organization shall serve on a voluntary basis service on and shall only be eligible for the reimbursement of costs and governing body. expenses incurred in the service of the organization.,
303,"27.(1) In the pursuit of its aims, objectives and activities, Ethical every public benefit organization shall be guided by the principles and following principles and aspirations— aspirations.",
304,commitment to the sanctity of human life and to a peaceful and non-violent orientation in all its activities;,
305,"promotion of democracy, human rights, the rule of law, good governance as well as justice for all the people of Kenya;",
306,"respect for the equality, rights and dignity of all people;",
307,promotion of social justice to ensure balanced economic development;,
308,"rejection of partisan political, ethnic, cultural, racial or religious intolerance and all other forms of discrimination;",
309,commitment to the promotion of gender equality and social inclusion at all levels;,
310,(g) maintenance of a culture of transparency and accountability particularly in the receipt and management of funds and avoiding corrupt and unethical practices;,
311,"(h) maintenance of high standards of governance and management of the public benefit organization by prescribing and implementing policies, norms of conduct and operational requirements that apply to its staff, management and governing body;",
312,"promotion of a culture of dialogue and sharing of resources, information, expertise and experiences;",
313,"maintenance of a high standard of professionalism in service and interactions and dealing with people through honesty, fairness, integrity, respect for confidentiality, objectivity, care, diligence, prudence, timeliness and straightforwardness;",
314,"(k) rejection of research efforts, programmes projects and other activities which are directly or indirectly aimed at developing methods of torture, or other forms of techniques that violate and subvert people's human rights;",
315,observance of clear guidelines on (1) conflict of interest;,
316,"(m) fostering and maintaining mutual trust, partnership and respect between public benefit organizations, the private sector, donors and the Government;",
317,(n) identifying and reporting any breach or violation of the provisions of this Act to the Authority;,
318,"respect for the autonomy, (o) independence and diversity of public benefit organizations.",
319,"28.(1) The Authority shall encourage umbrella Promotion of associations for public benefit organizations to develop and self-regulation. publish codes of conduct applicable to members, governing body officials, staff and volunteers of the public benefit organizations.",
320,(2) The Authority shall facilitate training on self- regulation of public benefit organization to deepen the knowledge and strengthen the capacity of public benefit organizations for self-regulation.,
