id,text,label
63,are deemed to be affiliates of each other.,
64,"(3) For the purposes of this Act, a body corporate is controlled by a person or by two or more",
65,(a) shares or memberships of the body corporate to which are attached more than 50 per,
66,"cent of the votes that may be cast to elect directors of the body corporate are held, other",
67,"than by way of security only, by or for the benefit of that person or by or for the benefit of",
68,"(b) the votes attached to those shares or memberships are sufficient, if exercised, to elect",
69,a majority of the directors of the body corporate.,
70,(4) A body corporate is the holding body corporate of another if that other body corporate is its,
71,(5) A body corporate is a subsidiary of another body corporate if,
72,(a) it is controlled by,
73,"(i) that other body corporate,",
74,(ii) that other body corporate and one or more bodies corporate each of which is,
75,"controlled by that other body corporate, or",
76,(iii) two or more bodies corporate each of which is controlled by that other body,
77,(b) it is a subsidiary of a body corporate that is itself a subsidiary of that other body,
78,(5.1) A corporation becomes a soliciting corporation for a prescribed duration from the,
79,"prescribed date, if it received, during the prescribed period, income in excess of the prescribed",
80,amount in the form of,
81,"(a) donations or gifts or, in Quebec, gifts or legacies of money or other property requested",
82,from any person who is not,
83,"(i) a member, director, officer or employee of the corporation at the time of the request,",
84,(ii) the spouse of a person referred to in subparagraph (i) or an individual who is,
85,"cohabiting with that person in a conjugal relationship, having so cohabited for a period",
86,"of at least one year, or",
87,"(iii) a child, parent, brother, sister, grandparent, uncle, aunt, nephew or niece of a",
88,person referred to in subparagraph (i) or of the spouse or individual referred to in,
89,(b) grants or similar financial assistance received from the federal government or a,
90,"provincial or municipal government, or an agency of such a government; or",
91,"(c) donations or gifts or, in Quebec, gifts or legacies of money or other property from a",
92,"corporation or other entity that has, during the prescribed period, received income in",
93,"excess of the prescribed amount in the form of donations, gifts or legacies referred to in",
94,paragraph (a) or grants or similar financial assistance referred to in paragraph (b).,
95,Application to be deemed non-soliciting,
96,"(6) On the application of a corporation, the Director may decide that the corporation is, for the",
97,"purposes of this Act, to be considered as not being — or not having been — a soliciting",
98,corporation if the Director is satisfied that the determination would not be prejudicial to the,
99,"2009, c. 23, s. 2; 2015, c. 3, s. 23; 2018, c. 8, s. 96.",
100,"3 (1) This Act applies to every corporation and, to the extent provided for in Part 19, to bodies",
101,corporate without share capital incorporated by a special Act of Parliament.,
102,Certain Acts do not apply,
103,(2) The following do not apply to a corporation:,
104,(a) the Canada Business Corporations Act; and,
105,"(b) [Repealed, 2009, c. 23, s. 341]",
106,(c) the Winding-up and Restructuring Act.,
107,Limitations on business that may be carried on,
108,(3) No corporation shall carry on the business of,
109,(b) an association to which the Cooperative Credit Associations Act applies;,
110,(c) a company or society to which the Insurance Companies Act applies; or,
111,(d) a company to which the Trust and Loan Companies Act applies.,
112,Limitation — granting degrees or regulating activities,
113,(4) Incorporation or continuance under this Act does not confer any authority on a corporation,
114,"to carry on activities as a degree-granting educational institution or to regulate any activity,",
115,including a profession or trade.,
116,"2009, c. 23, ss. 3, 341.",
117,4 The purpose of this Act is to allow the incorporation or continuance of bodies corporate as,
118,"corporations without share capital, including certain bodies corporate incorporated or",
119,"continued under various other Acts of Parliament, for the purposes of carrying on legal",
120,activities and to impose obligations on certain bodies corporate without share capital,
121,incorporated by a special Act of Parliament.,
122,Power of Governor in Council,
123,5 The Governor in Council may designate any member of the Queen’s Privy Council for,
124,Canada to be the Minister for the purposes of this Act.,
125,6 (1) One or more individuals or bodies corporate may incorporate a corporation by signing,
126,articles of incorporation and complying with section 8.,
127,(2) An individual may incorporate a corporation under subsection (1) only if that individual,
128,(a) is not less than 18 years of age;,
129,(b) is not incapable; or,
130,(c) does not have the status of bankrupt.,
131,"2009, c. 23, s. 6; 2018, c. 8, s. 97.",
132,"7 (1) Articles of incorporation shall follow the form that the Director fixes and shall set out, in",
133,"respect of the proposed corporation,",
134,(a) the name of the corporation;,
135,(b) the province where the registered office is to be situated;,
136,"(c) the classes, or regional or other groups, of members that the corporation is authorized",
137,"to establish and, if there are two or more classes or groups, any voting rights attaching to",
138,each of those classes or groups;,
139,(d) the number of directors or the minimum and maximum number of directors;,
140,(e) any restrictions on the activities that the corporation may carry on;,
141,(f) a statement of the purpose of the corporation; and,
142,(g) a statement concerning the distribution of property remaining on liquidation after the,
143,discharge of any liabilities of the corporation.,
144,"(2) Articles of incorporation shall set out, in respect of the proposed corporation, any provision",
145,required by any other Act of Parliament to be set out in the articles.,
146,(3) The articles may set out any provisions that may be set out in the by-laws.,
147,(3.1) Any requirement under this Act to set out a provision in the by-laws is deemed met by,
148,setting out the provision in the articles.,
149,"(4) Subject to subsection (5), if the articles or a unanimous member agreement requires a",
150,greater number of votes of directors or members than that required by this Act to effect any,
151,"action, the provisions of the articles or of the unanimous member agreement prevail.",
152,(5) The articles may not require a greater number of votes of members to remove a director,
153,than the number required by section 130.,
154,Delivery of articles of incorporation,
155,8 One of the incorporators shall send to the Director articles of incorporation and the,
156,documents required by sections 20 and 128.,
157,"9 On receipt of articles of incorporation, the Director shall issue a certificate of incorporation in",
158,10 A corporation comes into existence on the date shown in the certificate of incorporation.,
159,"22/4/25, 21:34 Canada Not-for-profit Corporations Act Alternate name",
160,"11 (1) Subject to subsection 13(1), the name of a corporation may be set out in its articles in",
161,"an English form, a French form, an English form and a French form, or a combined English",
162,"and French form, so long as the combined form meets any prescribed criteria. The corporation",
163,may use and may be legally designated by any such form.,
164,"(2) Subject to subsection 13(1), a corporation may, for use outside Canada, set out its name in",
165,its articles in any language form and it may use and may be legally designated by any such,
166,"(3) A corporation shall set out its name in legible characters in all contracts, invoices,",
167,negotiable instruments and orders for goods or services issued or made by or on behalf of the,
168,"(4) Subject to subsections (3) and 13(1), a corporation may carry on activities under or identify",
169,itself by a name other than its corporate name.,
170,"12 (1) The Director may, on request, reserve for a prescribed period a name for an intended",
171,corporation or for a corporation that intends to change its name.,
172,"(2) If requested to do so by the incorporators or a corporation, the Director shall assign to the",
173,corporation as its name a designating number followed by the word “Canada” and a prescribed,
174,"2009, c. 23, s. 12; 2018, c. 8, s. 98.",
175,"13 (1) A corporation shall not be incorporated or continued under this Act with, change its",
176,"name to, or have, carry on activities under or identify itself by, a name that is prohibited by the",
177,regulations or that does not meet the prescribed requirements.,
178,"(2) The Director may direct a corporation to change its name in accordance with section 197 if,",
179,"through inadvertence or otherwise, the corporation acquires a name that is prohibited by the",
180,Directing change of numbered name,
181,"(3) If a corporation has a designating number as its name, the Director may direct the",
182,corporation to change its name to a name other than a designating number in accordance with,
183,Undertaking to dissolve or change name,
184,(4) If a corporation acquires a name as a result of a person undertaking to dissolve or to,
185,"change names, and the undertaking is not honoured, the Director may direct the corporation to",
186,"change its name in accordance with section 197, unless the undertaking is honoured within the",
187,period specified in subsection (5).,
188,"(5) If a corporation has not followed a directive under subsection (2), (3) or (4) within the",
189,"prescribed period, the Director may revoke the name of the corporation and assign a name to",
190,"it and, until changed in accordance with section 197, the name of the corporation is the name",
191,"14 (1) If the Director assigns a new name to a corporation under subsection 13(5), the Director",
192,shall issue a certificate of amendment showing the name and shall publish notice of the,
193,change of name as soon as practicable in a publication generally available to the public.,
194,(2) The articles of the corporation are amended accordingly on the date shown in the,
195,Pre-incorporation and pre-amalga mation contracts,
196,"15 (1) Subject to this section and unless the contract expressly provides otherwise, a person",
197,"who enters into, or purports to enter into, a written contract in the name of or on behalf of a",
198,corporation before it comes into existence is personally bound by the contract and is entitled to,
199,Adoption or ratification of contract,
200,"(2) The corporation may, within a reasonable time after it comes into existence, adopt or, in",
201,"Quebec, ratify the contract by any action or conduct signifying its intention to be bound by the",
202,"contract, and on the adoption or ratification",
203,(a) the corporation is bound by the contract and is entitled to its benefits as if the,
204,corporation had been in existence at the date of the contract and had been a party to it;,
205,"(b) the person ceases to be bound by or entitled to the benefits of the contract, except as",
206,provided for in subsection (3).,
207,"22/4/25, 21:34 Canada Not-for-profit Corporations Act Application to court",
208,(3) Whether or not a written contract made before the coming into existence of a corporation is,
209,"adopted or, in Quebec, ratified by the corporation, a party to the contract may apply to a court",
210,for an order respecting the nature and extent of the obligations and liability under the contract,
211,of the corporation and the person who is bound by the contract under subsection (1). On the,
212,"application, the court may make any order that it thinks fit.",
213,"16 (1) A corporation has the capacity and, subject to this Act, the rights, powers and privileges",
214,(2) A corporation may carry on activities throughout Canada.,
215,"(3) A corporation has the capacity to carry on its activities, conduct its affairs and exercise its",
216,powers in a jurisdiction outside Canada to the extent that the laws of that jurisdiction permit.,
217,17 (1) It is not necessary for a by-law to be passed in order to confer any particular power on a,
218,(2) A corporation shall not carry on any activities or exercise any power in a manner contrary to,
219,"(3) No act of a corporation, including any transfer of property to or by a corporation, is invalid",
220,by reason only that the act or transfer is contrary to its articles or this Act.,
221,18 No person is affected by or is deemed to have notice or knowledge of the contents of a,
222,document concerning a corporation by reason only that the person can examine it under,
223,section 279 or at an office of the corporation.,
224,"Authority of directors, officers, agents and mandataries",
225,"19 (1) No corporation, no guarantor of an obligation of a corporation and, in Quebec, no surety",
226,may assert against a person dealing with the corporation or against a person who acquired,
227,rights from the corporation that,
228,"(a) the articles, the by-laws or any unanimous member agreement has not been complied",
229,(b) the individuals named in the last notice that was sent by the corporation in accordance,
230,with section 128 or 134 and received by the Director are not the directors of the,
231,(c) the place named in the last notice accepted by the Director under section 20 is not the,
232,registered office of the corporation;,
233,"(d) a person held out by a corporation as a director, an officer, an agent or a mandatary of",
234,the corporation has not been duly appointed or has no authority to exercise the powers and,
235,perform the duties that are customary in the activities of the corporation or usual for a,
236,"director, an officer, an agent or a mandatary;",
237,"(e) a document issued by any director, officer, agent or mandatary of a corporation with",
238,actual or usual authority to issue the document is not valid or not genuine; or,
239,"(f) a sale, a lease or an exchange of property referred to in subsection 214(1) was not",
240,"(2) Subsection (1) does not apply in respect of a person who has, or ought to have, knowledge",
241,of a situation described in that subsection by virtue of their relationship to the corporation.,
242,20 (1) A corporation shall at all times have a registered office in the province in Canada,
243,(2) A notice of registered office in the form that the Director fixes shall be sent to the Director,
244,together with any articles that designate or change the province where the registered office of,
245,the corporation is to be located.,
246,(3) The directors of a corporation may change the corporation’s registered office to another,
247,"place within the province specified in the articles, in which case the corporation shall send to",
248,the Director a notice of registered office in the form that the Director fixes.,
249,Notice of registered office effective on acceptance,
250,(4) A notice of registered office becomes effective when the Director accepts it.,
251,"21 (1) A corporation shall prepare and maintain, at its registered office or at any other place in",
252,"Canada designated by the directors, records containing",
253,"(a) the articles and the by-laws, and amendments to them, and a copy of any unanimous",
254,(b) the minutes of meetings of members and any committee of members;,
255,(c) the resolutions of members and any committee of members;,
256,"(d) if any debt obligation is issued by the corporation, a debt obligations register that",
257,(e) a register of directors;,
258,(f) a register of officers; and,
259,(g) a register of members.,
260,(2) The registers referred to in paragraphs (1)(e) to (g) shall contain the prescribed information.,
261,(3) A corporation shall prepare and maintain adequate accounting records and records,
262,containing minutes of meetings of the directors and any committee of directors as well as,
263,resolutions adopted by the directors or any committee of directors.,
264,(4) Subject to any other Act of Parliament or of the legislature of a province that provides for a,
265,"longer retention period, a corporation shall retain the accounting records referred to in",
266,subsection (3) for the prescribed period.,
267,"(5) For the purposes of paragraphs (1)(b) and (c) and subsection (3), where a body corporate",
268,"is continued under this Act, “records” includes similar records required by law to be maintained",
269,by the body corporate before it was so continued.,
270,"22/4/25, 21:34 Canada Not-for-profit Corporations Act Place of directors’ records",
271,(6) The records described in subsection (3) shall be kept at the registered office of the,
272,corporation or at any other place that the directors think fit.,
273,(7) The records described in subsections (1) and (3) shall at all reasonable times be open to,
274,"inspection by the directors. The corporation shall, at the request of any director, provide them",
275,with any extract of the records free of charge.,
276,"(8) If accounting records of a corporation are kept outside Canada, accounting records",
277,adequate to enable the directors to ascertain the financial position of the corporation with,
278,reasonable accuracy on a quarterly basis shall be kept at the registered office or any other,
279,place in Canada designated by the directors.,
280,When records or registers kept outside Canada,
281,"(9) Despite subsections (1) and (8), but subject to the Income Tax Act, the Excise Tax Act, the",
282,"Customs Act and any other Act administered by the Minister of National Revenue, a",
283,corporation may keep all or any of its corporate records and accounting records referred to in,
284,"subsection (1) or (3) at a place outside Canada, if",
285,"(a) the records are available for inspection, by means of any technology, during regular",
286,office hours at the registered office or any other place in Canada designated by the,
287,(b) the corporation provides the technical assistance to facilitate an inspection referred to in,
288,"22 (1) A member, a member’s personal representative and a creditor of a corporation may",
289,"examine and, on payment of any reasonable fee, take extracts from the records referred to in",
290,paragraphs 21(1)(a) to (f) during the corporation’s usual business hours.,
291,Requirement for statutory declaration — debt obligations register,
292,(2) Any person described in subsection (1) who wishes to examine the debt obligations register,
293,of a corporation shall first make a request to the corporation or its agent or mandatary,
294,accompanied by a statutory declaration referred to in subsection (5). Within the prescribed,
295,"period, the corporation or its agent or mandatary shall allow the applicant access to the",
296,"register during the corporation’s usual business hours and, on payment of any reasonable fee,",
297,provide the applicant with an extract from the register.,
298,(3) A member of a corporation is entitled on request and free of charge to one copy of the,
299,"articles and by-laws, any amendments to them, and any unanimous member agreement.",
300,"(4) Any person described in subsection (1), on payment of any reasonable fee and on sending",
301,to a corporation or its agent or mandatary the statutory declaration referred to in subsection,
302,"(5), may on application require the corporation or its agent or mandatary to furnish within the",
303,prescribed period a list of debt obligation holders setting out the prescribed information and,
304,updated in accordance with the regulations.,
305,(5) The statutory declaration required under subsection (2) or (4) shall,
306,"(a) state the name and address of the applicant and, if the applicant is a body corporate, its",
307,(b) state that the list of debt obligation holders or the information contained in the debt,
308,obligations register obtained under subsection (2) will not be used except as permitted,
309,"(6) If the applicant is a body corporate, the statutory declaration shall be made by a director or",
310,officer of the body corporate.,
311,Use of information or list of debt obligation holders,
312,(7) A list of debt obligation holders or information from a debt obligations register obtained,
313,under this section shall not be used by any person except in connection with,
314,(a) an effort to influence the voting of debt obligation holders of the corporation;,
315,(b) an offer to acquire debt obligations of the corporation; or,
316,(c) any other matter relating to the debt obligations or affairs of the corporation.,
317,Requirement for statutory declaration — register of members,
318,23 (1) A member or a member’s personal representative who wishes to examine the register of,
319,members of a corporation shall first make a request to the corporation or its agent or,
320,mandatary accompanied by a statutory declaration referred to in subsection (5). Within the,
321,"prescribed period, the corporation or its agent or mandatary shall allow the applicant access to",
322,"the register during the corporation’s usual business hours and, on payment of any reasonable",
323,"fee, provide the applicant with an extract from the register.",
324,"(2) Any person described in subsection (1) and debt obligation holders, on payment of any",
325,reasonable fee and on sending to a corporation or its agent or mandatary the statutory,
326,"declaration referred to in subsection (5), may on application require the corporation or its agent",
327,or mandatary to furnish within the prescribed period a list of members setting out the,
328,prescribed information and updated in accordance with the regulations.,
329,(3) A person described in subsection (1) may only make an application under subsection (2),
330,"once in each calendar year. In addition, an application may be made before each special",
331,meeting of members of which the person receives notice.,
332,Application of debt obligation holder,
333,(4) A debt obligation holder may make an application to obtain a list of members only after,
334,receiving notice of a meeting of members at which the holder has the right to vote.,
335,(5) The statutory declaration required under subsection (1) or (2) shall,
336,(b) state that the list of members or the information contained in the register of members,
337,obtained under subsection (1) will not be used except as permitted under subsection (7) or,
338,Use of information or list by members,
339,(7) A member or a member’s personal representative who obtains a list of members or,
340,information from a register of members under this section shall not use the list or information,
341,(a) an effort to influence the voting of members;,
342,(b) requisitioning a meeting of members; or,
343,(c) any other matter relating to the affairs of the corporation.,
344,Use of information or list by debt obligation holders,
345,(8) A debt obligation holder who obtains a list of members under this section shall not use the,
346,list except in connection with an effort to influence the voting of members on any issue that the,
347,holder has a right to vote on.,
348,"22/4/25, 21:34 Canada Not-for-profit Corporations Act Examination by Director",
349,24 (1) The Director may examine the records described in subsection 21(1) during the,
350,corporation’s usual business hours and may take extracts from the records free of charge.,
351,(2) The Director may require the corporation or its agent or mandatary to furnish to the Director,
352,within the prescribed period a list of members or debt obligation holders setting out the,
353,Application for authorization — corporation,
354,"25 (1) On the application of a corporation, the Director may authorize the corporation, on any",
355,"terms that the Director thinks fit, to refuse, in whole or in part, to allow access to corporate",
356,records or to furnish information that the corporation is otherwise under this Part obligated to,
357,"allow or furnish, if the Director reasonably believes that allowing the access or furnishing the",
358,information would be detrimental to any member or the corporation.,
359,Application for direction — member,
360,"(2) On the application of any member, the Director may direct the corporation, on any terms",
361,"that the Director thinks fit, not to allow, in whole or in part, access to corporate records or not to",
362,"furnish, in whole or in part, information that the corporation is otherwise under this Part",
363,"obligated to allow or furnish, if the Director reasonably believes that allowing the access or",
364,furnishing the information would be detrimental to any member or the corporation.,
365,26 (1) All registers and other records required by this Act to be prepared and maintained may,
366,"be in any form, provided that the records are capable of being reproduced in intelligible written",
367,form within a reasonable time.,
368,(2) A corporation and its agents and mandataries shall take reasonable precautions to prevent,
369,"the loss or destruction of the registers and other records required under this Act, to prevent the",
370,falsification of entries in those registers and records and to facilitate the detection and,
371,correction of inaccuracies in them.,
372,"27 A document executed or, in Quebec, signed on behalf of a corporation is not invalid merely",
373,because a corporate seal is not affixed to it.,
374,"22/4/25, 21:34 Canada Not-for-profit Corporations Act Corporate Finance",
375,"28 (1) Unless the articles, the by-laws or a unanimous member agreement otherwise provides,",
376,"the directors of a corporation may, without authorization of the members,",
377,(a) borrow money on the credit of the corporation;,
378,"(b) issue, reissue, sell, pledge or hypothecate debt obligations of the corporation;",
379,(c) give a guarantee on behalf of the corporation to secure performance of an obligation of,
380,"(d) mortgage, hypothecate, pledge or otherwise create a security interest in all or any",
381,"property of the corporation, owned or subsequently acquired, to secure any obligation of",
382,"(2) Despite subsection 138(2) and paragraph 142(a), unless the articles, the by-laws or a",
383,"unanimous member agreement otherwise provides, the directors may, by resolution, delegate",
384,"the powers referred to in subsection (1) to a director, a committee of directors or an officer.",
385,"29 (1) Debt obligations issued, pledged, hypothecated or deposited by a corporation are not",
386,redeemed by reason only that the indebtedness evidenced by the debt obligations or in,
387,"respect of which the debt obligations are issued, pledged, hypothecated or deposited is repaid.",
388,Acquisition and reissue of debt obligations,
389,"(2) Debt obligations issued by a corporation and purchased, redeemed or otherwise acquired",
390,"by it may be cancelled or, subject to any applicable trust indenture or other agreement, may be",
391,"reissued, pledged or hypothecated to secure any existing or future obligation of the",
392,"corporation, and such an acquisition and reissue, pledge or hypothecation is not a cancellation",
393,"30 Subject to the articles, the by-laws and any unanimous member agreement, the directors",
394,may require members to make an annual contribution or pay annual dues and may determine,
395,the manner in which the contribution is to be made or the dues are to be paid.,
396,31 A corporation owns any property of any kind that is transferred to or otherwise vested in the,
397,corporation and does not hold any property in trust unless that property was transferred to the,
398,corporation expressly in trust for a specific purpose or purposes.,
399,"22/4/25, 21:34 Canada Not-for-profit Corporations Act Directors not trustees",
400,"32 Directors are not, in that capacity, trustees for any property of the corporation, including",
401,property held in trust by the corporation.,
402,"33 Subject to the limitations accompanying any gift and the articles or by-laws, a corporation",
403,may invest its funds as its directors think fit.,
404,"Distribution of property, accretions or profits",
405,"34 (1) Subject to subsection (2), no part of a corporation’s profits or of its property or",
406,"accretions to the value of the property may be distributed, directly or indirectly, to a member, a",
407,director or an officer of the corporation except in furtherance of its activities or as otherwise,
408,(2) If a member of a corporation is an entity that is authorized to carry on activities on behalf of,
409,"the corporation, the corporation may distribute any of its money or other property to the",
410,member to carry on those activities.,
411,35 A corporation may accept a membership in the corporation surrendered to it as a gift,
412,"including, in Quebec, a legacy and may extinguish or reduce a liability respecting an amount",
413,"36 (1) The members of a corporation are not, in that capacity, liable for any liability of the",
414,"corporation, including any arising under paragraph 253(3)(f) or (g), or any act or default of the",
415,"corporation, except as otherwise provided by this Act.",
416,"(2) Subject to subsection 42(2), the articles may provide that the corporation has a lien on a",
417,membership registered in the name of a member or the member’s personal representative for,
418,"a debt of that member to the corporation, including an amount unpaid in respect of a",
419,membership issued by a body corporate on the date it was continued as a corporation under,
420,(3) A corporation may enforce a lien referred to in subsection (2) in accordance with its by-,
421,"22/4/25, 21:34 Canada Not-for-profit Corporations Act PART 6",
422,"Debt Obligations, Certificates, Registers and",
423,37 (1) The following definitions apply in this Part.,
424,"adverse claim, in respect of a debt obligation, includes a claim that a transfer was or would be",
425,wrongful or that a particular adverse person is the owner of or has an interest or right in the,
426,bearer means the person who is in possession of a debt obligation that is payable to bearer or,
427,broker means a person who is engaged in whole or in part in the business of buying and,
428,"selling debt obligations and who, in the transaction concerned, acts for, buys a debt obligation",
429,from or sells a debt obligation to a customer. (courtier),
430,delivery means voluntary transfer of possession. (livraison ou remise),
431,fiduciary means any person who acts in a fiduciary capacity or as the administrator of the,
432,property of others and includes a personal representative of a deceased person.,
433,good faith means honesty in fact in the conduct of the transaction concerned. (bonne foi),
434,good faith purchaser means a purchaser for value in good faith and without notice of any,
435,adverse claim who takes delivery of a debt obligation. (acquéreur de bonne foi),
436,holder means a person who is in possession of a debt obligation that is issued or endorsed to,
437,"the person, to bearer or in blank. (détenteur)",
438,overissue means the issue of debt obligations in excess of any maximum number of debt,
439,obligations that the issuer is authorized by a trust indenture to issue. (émission excédentaire),
440,"purchaser means a person who takes an interest or right in a debt obligation by sale,",
441,"mortgage, hypothec, pledge, issue, reissue, gift or any other voluntary transaction.",
442,transfer includes transmission by operation of law. (transfert),
443,trust indenture means a trust indenture as defined in subsection 104(1). (acte de fiducie),
444,"valid means issued in accordance with the applicable law and the by-laws of the issuer, or",
445,validated under section 54. (valide),
446,(2) Except when a transfer is restricted and noted on a debt obligation in accordance with,
447,"subsection 42(2), a debt obligation is a negotiable instrument.",
448,(3) A debt obligation is in registered form if,
449,"(a) it specifies a person who is entitled to the debt obligation or to the rights it evidences,",
450,and its transfer is capable of being recorded in a debt obligations register; or,
451,(b) it bears a statement that it is in registered form.,
452,"(4) A debt obligation is in order form if, by its terms, it is payable to the order of a person",
453,specified with reasonable certainty in it or to a person to whom it is assigned.,
454,(5) A debt obligation is in bearer form if it is payable to bearer according to its terms and not by,
455,Guarantor or surety for issuer,
456,"(6) A guarantor or, in Quebec, a surety for an issuer is deemed to be an issuer to the extent of",
457,"the guarantee, whether or not the obligation is noted on the debt obligation.",
458,"38 An issuer shall provide a debt obligation holder, on request, with",
459,(a) a debt obligation certificate that complies with this Act; or,
460,(b) a non-transferable written acknowledgement of their right to obtain a debt obligation,
461,39 An issuer may charge a reasonable fee for a debt obligation certificate issued in respect of,
462,"40 If debt obligations are held by more than one person,",
463,(a) an issuer is not required to issue more than one debt obligation certificate in respect of,
464,(b) delivery of a debt obligation certificate to one of the holders is sufficient delivery to them,
465,"41 (1) A debt obligation certificate shall be signed by at least one of the following persons, or a",
466,facsimile of the signature shall be reproduced on the certificate:,
467,(a) a director or officer of the issuer;,
468,"(b) a transfer agent or branch transfer agent of the issuer, or an individual acting on their",
469,(c) a trustee who certifies it in accordance with a trust indenture.,
470,(2) An issuer may issue debt obligation certificates that contain the signature of a person who,
471,is no longer a director or officer and the validity of the certificate is not adversely affected.,
472,42 (1) The following information shall be stated on the face of each debt obligation certificate,
473,(a) the name of the issuer;,
474,"(b) the words “Incorporated under the Canada Not-for-profit Corporations Act”, “constituée",
475,"sous l’autorité de la Loi canadienne sur les organisations à but non lucratif”, “Subject to the",
476,Canada Not-for-profit Corporations Act” or “assujettie à la Loi canadienne sur les,
477,organisations à but non lucratif”;,
478,(c) the name of the person to whom it was issued unless it is in bearer form; and,
479,(d) the value represented by the certificate.,
480,"(2) No restriction on transfer, lien or hypothec in favour of the issuer or unanimous member",
481,"agreement is effective against a transferee of a debt obligation, issued by an issuer or by a",
482,"body corporate before it is continued under this Act, who has no actual knowledge of the",
483,"restriction, lien, hypothec or agreement unless it or a reference to it is noted conspicuously on",
484,(3) If the issued debt obligations of an issuer remain outstanding and are held by more than,
485,"one person, the issuer shall not restrict the transfer or ownership of its debt obligations of any",
486,"43 (1) Every debt obligation certificate, if the articles authorize more than one class or series of",
487,"(a) state the rights, privileges, restrictions and conditions attached to the debt obligations of",
488,each class and series that exist when the debt obligation certificate is issued; or,
489,"(b) state that the class or series of debt obligations that it represents has rights, privileges,",
490,restrictions or conditions attached to it and that the issuer will provide a debt obligation,
491,"holder, on demand and without charge, with a full copy of the text of the rights, privileges,",
492,restrictions and conditions attached to each class or series authorized to be issued.,
493,"(2) If a debt obligation certificate contains a statement referred to in paragraph (1)(b), the",
494,"issuer shall, on request, provide the debt obligation holder with the copy of the text referred to",
