id,text,label,explanation
35,70—Repeal of No. 19 of 1990. 71—Transition.,not_provision,"This text appears to be section titles or headings, not standalone legal provisions. They likely refer to sections that contain the actual legal content."
36,FIRST SCHEDULE—PRINCIPLES FOR EFFECTIVE COLLABORATION BETWEEN THE GOVERNMENT AND PUBLIC BENEFIT ORGANIZATIONS,not_provision,"This is a title or heading for a schedule, not a standalone legal provision."
37,THIRD SCHEDULE—PROCEDURE FOR NOMINATING MEMBERS OF THE BOARD OF THE AUTHORITY,not_provision,"This is a title or heading for a schedule, not a standalone legal provision."
38,FOURTH SCHEDULE— PROVISIONS AS TO THE CONDUCT OF BUSINESS AND AFFAIRS OF THE BOARD OF THE AUTHORITY,not_provision,"This is a title or heading indicating the content of a schedule, not a standalone legal provision."
39,No. 18 The Public Benefit Organizations 2013,not_provision,"This appears to be a title or reference to a specific section or document, not a standalone legal provision."
40,SIXTH SCHEDULE— DESCRIPTION OF AREAS FOR WHICH AN ORGANIZATION MAY BE REGISTERED,not_provision,"This is a title or heading indicating a section of a document, not a standalone legal provision."
41,"THE PUBLIC BENEFIT ORGANIZATIONS ACT, 20132",not_provision,"This is the title of the act, not a standalone legal provision."
42,AN ACT of Parliament to provide for the establishment and operation of public benefit organisations; to provide for their registration; to establish an administrative and regulatory framework within which public benefit organisations can conduct their affairs and for connected purposes,not_provision,"This paragraph is a description of the purpose of the act, not a specific legal rule or obligation."
43,"Recognizing the important role that public benefit organizations play in serving the public good, supporting development, social cohesion and tolerance within society; promoting democracy, respect for the rule of law, and providing accountability mechanisms that can contribute to improved governance;",not_provision,"This paragraph is a preamble or introductory statement recognizing the role of public benefit organizations, but it does not establish a specific legal rule, right, obligation, restriction, or process."
44,"Conscious that government, business or public benefit organisations on their own, do not have the capability to meet all the challenges that society faces;",not_provision,"This sentence does not establish a legal rule, right, obligation, restriction, or process. It appears to be part of a preamble or explanatory text."
45,Cognizant that the public benefit organizations are increasingly involved in complementing the county and national government in all spheres of public service delivery and of the primary role of Government of Kenya as the duty bearer;,not_provision,"The paragraph provides context or background information but does not establish a legal rule, right, obligation, restriction, or process."
46,"Perceptive that the realization of Kenya's development goals depend on the contribution of not only the public and private sectors, but public benefit organizations as well;",not_provision,"The paragraph is a statement of perception or context and does not establish a legal rule, right, obligation, restriction, or process."
47,"Recognizing that public benefit organizations, comprises a major economic sector that employs almost half as many people as the public sector;",not_provision,"This sentence provides context or background information but does not establish a legal rule, right, obligation, restriction, or process."
48,"Mindful that effective and efficient self-regulation is the basic foundation for an effective working civil society sector and keen to ensure that public benefit organizations maintain high standards of governance, transparency and accountability;",not_provision,"This paragraph is a preamble or introductory statement expressing intent or context, not a standalone legal provision."
49,Observant that the efforts to establish an enabling environment for public benefit organizations have been on-going and the current legislative framework is in need of revision as it does not provide an adequate regulatory and institutional framework for public benefit organizations;,not_provision,"This paragraph is an observation or statement of fact about the legislative framework and does not establish a legal rule, right, obligation, restriction, or process."
50,"Cognizant that laws permitting public benefit organizations to exist and operate freely are indispensable to the full and meaningful implementation of the freedoms of association, expression, and peaceful assembly in the",not_provision,"The paragraph is an introductory statement or preamble, not a standalone legal rule or obligation."
51,2013 No. 18 The Public Benefit Organizations,not_provision,"This appears to be a title or reference to a specific legal document or act, not a standalone legal provision."
52,"Constitution, as well as increased development effectiveness through better service delivery, and empowerment of Kenyans;",not_provision,"This text does not establish a legal rule, right, obligation, restriction, or process. It appears to be part of a broader statement or explanation, likely related to goals or objectives, rather than a standalone enforceable provision."
53,"BE IT ENACTED by the Parliament of Kenya, as follows—",not_provision,"This is an introductory phrase indicating the enactment of a law, not a standalone legal provision."
54,"Short title and 	1. This Act may be cited as the Public Benefits Organizations Act, 2013 and shall come into operation on commencement. such date as the Cabinet Secretary may, by notice in the Gazette, appoint.",provision,"This paragraph establishes the short title of the Act and specifies the process for its commencement, which involves an action by the Cabinet Secretary. It contains enforceable content regarding how the Act is to be cited and when it comes into operation."
55,"2. (1) In this Act, unless the context otherwise Interpretation. requires—",not_provision,"This is an introductory phrase for a section on definitions or interpretations, not a standalone legal provision."
56,"""Authority"" means the Public Benefit Organizations Regulatory Authority established under section 34;",provision,"This paragraph defines a term used in the legal document, which is essential for understanding and applying the legal rules. It establishes a specific meaning for 'Authority' within the context of the document."
57,"""authorized agent"" means a legal representative, who is a Kenyan citizen, authorized to receive official summonses, notices and inquiries on behalf of an international non- governmental organization;",provision,"This paragraph defines a term ('authorized agent') and establishes the criteria and responsibilities for that role, which is enforceable and actionable."
58,"""Board"" means the Board of the Authority established under section 35;",not_provision,"This is a definition, not a standalone legal provision. It clarifies a term used in the document but does not establish a rule or obligation."
59,"""Cabinet Secretary"" means the Cabinet Secretary for the time being responsible for matters relating to planning and national development;",not_provision,"This is a definition, not a standalone legal provision. It clarifies terminology used in the document."
60,"""Federation"" means the National Federation of Public Benefit Organizations established under section 21;",not_provision,"This sentence provides a definition rather than establishing a legal rule, right, obligation, restriction, or process."
61,"""international non-governmental organization"" means a non-governmental organization with its original registration being in a country other than Kenya and operating in Kenya under a certificate of registration issued under section 10 of this Act;",provision,"This paragraph defines a term used in the legal document, establishing a specific meaning and criteria for what constitutes an 'international non-governmental organization' within the context of the Act. It is enforceable as it relates to the application of the Act."
62,"""public benefit activity"" means an activity that supports or promotes public benefit by enhancing or promoting the economic, environmental, social or cultural development or protecting the environment or lobbying or advocating on issues of general public interest or the interest or well-being of the general public or a category of individuals or organizations;",provision,"This paragraph defines a term ('public benefit activity') and outlines the scope of activities that qualify, establishing a legal understanding of what constitutes a public benefit activity."
63,"""register"" means the register kept by the Authority pursuant to section 15; and",not_provision,"This is a definition, not a standalone legal provision. It clarifies a term used elsewhere in the document."
64,"""Tribunal"" means the Public Benefit Organizations Disputes Tribunal established under section 50.",not_provision,"This paragraph provides a definition and reference, not a standalone legal rule or obligation."
65,3. The objects and purposes of this Act are to— Objects and purposes of the (a) encourage and support public benefit Act. organisations in their contribution to meeting the diverse needs of the people of Kenya by—,not_provision,"This paragraph is an introductory statement outlining the objects and purposes of the Act, but it does not establish a specific legal rule, right, obligation, restriction, or process."
66,(i) creating a conducive environment for the growth of the public benefit organizations sector and for the operations of the registered public benefit organizations;,provision,"The paragraph establishes an obligation or goal to create a conducive environment for the growth and operations of public benefit organizations, which is actionable content."
67,(ii) establishing an administrative and regulatory framework within which public benefit organisations can conduct their affairs;,provision,"This paragraph establishes a framework for how public benefit organizations can operate, indicating a legal rule or obligation."
68,"(iii) encouraging public benefit organisations to maintain high standards of governance, transparency and accountability and to improve those standards;",provision,"This paragraph establishes an obligation or guideline for public benefit organizations to maintain and improve standards of governance, transparency, and accountability."
69,(iv) creating an environment within which the public may have access to information concerning registered public benefit organisations; and,provision,"This paragraph outlines an obligation or process related to public access to information about registered public benefit organizations, which is enforceable or actionable."
70,(v) promoting a spirit of co- operation and 	shared responsibility within government and among donors and other interested persons in their dealings with public benefit organisations;,provision,This paragraph establishes a legal obligation or principle related to promoting cooperation and shared responsibility among various parties in their interactions with public benefit organizations.
71,"(b) give meaningful protection to the internationally recognized freedoms of expression, association, and peaceful assembly;",provision,"This paragraph establishes a legal obligation to protect specific internationally recognized freedoms, making it enforceable and actionable."
72,(c) promote the development of self- regulation among public benefit organizations;,provision,"This paragraph establishes an obligation or goal to promote self-regulation among public benefit organizations, which is an actionable content."
73,(d) promote compliance by public benefit,not_provision,"This fragment does not establish a complete legal rule, right, obligation, or process. It appears to be part of a larger sentence or provision."
74,organisations with their legal obligations to exercise effective control and management over the administration of their activities and funding;,provision,"This paragraph establishes a legal obligation for organizations to exercise effective control and management over their activities and funding, which is enforceable and actionable."
75,"(e) facilitate a constructive and principled collaboration between public benefit organisations, the Government, business, donors and other actors in order to advance public interest;",provision,"This paragraph establishes an obligation or process for collaboration between various entities to advance public interest, making it an actionable and enforceable content."
76,"provide registration procedures, which are transparent, and which will facilitate establishment of public while benefit 	organizations safeguarding freedom of association;",provision,"The paragraph outlines a requirement for registration procedures that are transparent and facilitate the establishment of organizations, safeguarding freedom of association. This establishes a legal obligation or process."
77,"facilitate mechanisms for government (g) collaboration with public benefit organizations, including funding of public benefit organizations activities and involvement of public benefit organizations in the implementation of government projects;",provision,"This paragraph establishes mechanisms for collaboration between the government and public benefit organizations, including funding and involvement in projects, which are actionable and enforceable."
78,"(h) facilitate the establishment and growth of public benefit organizations in order to generally strengthen civil society, promote social welfare and improve the conditions and quality of life for the people of Kenya.",provision,"This paragraph establishes an obligation or goal to facilitate the establishment and growth of public benefit organizations, which is actionable and enforceable."
79,"4.(1) Consistent with its obligation to respect the Government's freedoms of association and assembly, it is the duty of the responsibility to Government to provide an enabling environment for public public benefit benefit organizations to be established and to operate. organizations.",provision,"This paragraph establishes a duty for the government to provide an enabling environment for public benefit organizations, which is an enforceable obligation."
80,"(2) Every State organ shall determine and co- ordinate the implementation of its policies and measures in a manner designed to promote, support and provide an enabling environment for public benefit organizations to perform their functions.",provision,"This paragraph establishes an obligation for State organs to coordinate and implement policies in a way that supports public benefit organizations, making it an enforceable rule."
81,(3) The Government and all public benefit organizations shall comply with the principles for effective collaboration set out in the First Schedule.,provision,"This paragraph establishes an obligation for the Government and public benefit organizations to comply with specific principles, making it an enforceable legal rule."
82,"5.(1) In this Act, ""public benefit organization"" means Meaning of a voluntary membership or non-membership grouping of public benefit",provision,"This paragraph defines a term ('public benefit organization') within the context of the Act, establishing a legal definition that is enforceable and actionable."
83,"individuals or organizations, which is autonomous, non- organization. partisan, non-profit making and which is-",not_provision,"This text appears to be an incomplete sentence or fragment, lacking enforceable or actionable content. It does not establish a legal rule, right, obligation, restriction, or process."
84,"(a) organized and operated locally, nationally or internationally;",not_provision,"This fragment does not establish a legal rule, right, obligation, restriction, or process. It appears to be part of a larger sentence or clause."
85,(b) engages in public benefit activities in any of the 'Areas set out in the Sixth Schedule; and,provision,"This paragraph establishes a condition related to engaging in public benefit activities, which is enforceable and actionable."
86,(c) is registered as such by the Authority.,provision,"This establishes a condition for registration by the Authority, indicating a legal status or requirement."
87,"(2) For greater certainty, a public benefit organization does not include-",provision,"This sentence introduces a legal clarification or exclusion related to the definition of a public benefit organization, indicating it is part of a legal rule or provision."
88,"(a) a trade union within the meaning of the No. 14 of 2007. Labour Relations Act, 2007;",not_provision,"This text appears to be a reference to a definition or citation within a legal document, not a standalone legal rule or obligation."
89,(b) a public body established by or under any written law;,not_provision,"This is a fragment or part of a larger provision, likely defining or referring to a public body, but it does not establish a standalone legal rule or obligation."
90,"(c) a political party within the meaning of the Political Parties Act, 2007; No. 10 of 2007. (d) a religious organization which is primarily devoted to religious teaching or worship;",not_provision,"This text appears to be part of a list or definition section, referencing other acts and describing entities, but it does not establish a standalone legal rule or obligation."
91,(e) a society within the meaning of the Cap. 108. Societies Act;,not_provision,This is a reference to another legal document (Cap. 108. Societies Act) and does not establish a standalone legal rule or obligation.
92,(f) a co-operative society within the Cap. 469. meaning of the Co-operative Societies. Act;,not_provision,"This text appears to be a reference to a co-operative society within the meaning of a specific Act, likely serving as a definition or reference point rather than establishing a standalone legal rule or obligation."
93,No. 14 of 2008. (g) a Sacco society within the meaning of the Sacco Societies Act;,not_provision,"This text appears to be a citation or reference to a specific act or section within an act, rather than a standalone legal provision establishing a rule or obligation."
94,(h) a micro-fmance institution within the No. 19 of 2006. meaning of the Micro-Finance Institutions Act;,not_provision,"This text appears to be a reference or part of a larger provision, not a standalone legal rule or obligation."
95,(i) a community based organization whose objective include the direct benefit of its members.,not_provision,"This text describes an entity but does not establish a legal rule, right, obligation, restriction, or process."
96,PART II—REGISTRATION OF PUBLIC BENEFIT ORGANIZATIONS,not_provision,This is a part heading and does not contain enforceable or actionable content.
97,6. (1) A public benefit organization shall be registered Registration. under this Act for it to enjoy the benefits that accrue under this Act.,provision,"This paragraph establishes a legal requirement for a public benefit organization to be registered under the Act to enjoy certain benefits, making it an enforceable rule."
98,(2) No organization that is registered under any other,not_provision,"The text is incomplete and does not establish a complete legal rule, right, obligation, restriction, or process. It appears to be part of a larger provision."
99,law in Kenya shall be registered under this Act while its registration under that other law subsists.,provision,"This paragraph establishes a legal requirement regarding the registration of a law in Kenya, indicating that it must be registered under a specific Act while its registration under another law is still valid. This constitutes an enforceable rule."
100,"(3) Without prejudice to subsection (1), registration of an organization under this Act supersedes any prior registration of that organization under any other law in Kenya.",provision,"This paragraph establishes a legal rule regarding the effect of registration under the Act, indicating that it takes precedence over previous registrations under other laws."
101,"(4) Where an organization is registered under this Act and under any other law, that organization shall be deemed registered under this Act and that other registration shall be deemed invalid.",provision,"This paragraph establishes a legal rule regarding the registration status of an organization under multiple laws, making one registration invalid."
102,"(5) Organizations shall be deemed to be similar under this section if the name, objects and the officials, taken together, are similar whether wholly or partially.",provision,"This paragraph establishes a legal rule for determining when organizations are considered similar under a specific section, making it enforceable and actionable."
103,7. No organization shall purport to be a public benefit Bestowing of public benefit 	organization unless that organization is-,provision,The paragraph establishes a legal restriction on organizations claiming to be a public benefit organization unless certain conditions are met.
104,"organization registered under this Act; (a) status. where registered under any other written law (b) in Kenya or not registered under any other written law in Kenya, the Authority has bestowed on that organization the status of a public benefit organization.",provision,"This paragraph establishes conditions under which an organization is recognized as a public benefit organization, which is an enforceable legal status."
105,8. (1) An application for registration under this Act Requirements shall be made to the Authority. for registration.,provision,"This paragraph establishes a legal requirement for making an application for registration under the Act, specifying that it must be made to the Authority. It contains enforceable content."
106,(2) An application for registration shall be accompanied by—,provision,"This sentence introduces a legal requirement for an application process, indicating that certain documents or information must accompany an application for registration."
107,a copy of the constitution or other (a) constitutive document of the public benefit organization;,not_provision,"This text is a fragment or reference to a document type, not a standalone legal rule or obligation."
108,names and addresses of the founders (b) of the public benefit organization;,not_provision,"This text is likely part of a list or requirement for documentation and does not establish a legal rule, right, obligation, or process on its own."
109,the public benefit purposes for which (c) the public benefit organization is organized and operated and all of the principal activities that the public benefit organization shall engage in;,provision,"This paragraph outlines the purposes and activities that a public benefit organization is organized and operated for, which establishes obligations and operational guidelines."
110,the postal and physical address of the (d) principal place of doing business of the public benefit organization;,not_provision,"This text is a description or requirement for information, not a standalone legal rule or obligation."
111,No. 18 2013 The Public Benefit Organizations,not_provision,"This appears to be a title or reference to a specific document or section, not a standalone legal provision."
112,(e) the prescribed fee; and,not_provision,This text is likely part of a list or a reference to another section and does not establish a standalone legal rule or obligation.
113,such other particulars or information (f) as may be required by the Authority in order to assist the Authority to determine whether or not the organization meets the requirements for registration under this Act.,provision,"This paragraph establishes a requirement for providing information to an authority, which is necessary for determining compliance with registration requirements. It contains enforceable content."
114,(3) An international non-governmental organization may register as a public benefit organization by filing the following documentation—,provision,"This paragraph outlines a process for registration, which is an actionable legal requirement."
115,(b) proof that it is a legal entity in another country;,provision,"This establishes a requirement or obligation to provide proof of legal entity status in another country, which is actionable and enforceable."
116,(c) the organization's address in Kenya; and,not_provision,"This is a fragment of a list or requirement, not a standalone legal provision."
117,a written statement from a (d) representative of the organization's headquarters with authority to provide such statement stating—,not_provision,"This is a fragment of a sentence and does not establish a complete legal rule, right, obligation, or process. It lacks enforceable or actionable content on its own."
118,(i) the purposes of the international non- governmental organization;,not_provision,"This text appears to be part of a list or description, possibly outlining elements related to an organization, but it does not establish a legal rule, right, obligation, or process on its own."
119,(ii) a general description of the activities that the international non-governmental organization is planning to carry out in Kenya; and,not_provision,"This text is part of a list or requirement for information, not a standalone legal rule or obligation."
120,"(iii) the name, address and other contact information of the authorized agent.",provision,"This paragraph specifies the requirement to provide certain information, which is an enforceable obligation."
121,(4) The constitution of a public benefit organization that intends to register shall—,not_provision,"This sentence is an introductory clause and does not establish a complete legal rule, right, obligation, or process on its own."
122,(ii) the objectives of the organization;,not_provision,"This text appears to be part of a list or a reference to objectives, but it does not establish a legal rule, right, obligation, restriction, or process on its own."
123,(iii) that participation in and membership of the public benefit organization shall be,not_provision,"This fragment is incomplete and does not establish a full legal rule, right, obligation, or process. It appears to be part of a larger provision."
124,The Public Benefit Organizations No. 18 2013,not_provision,"This appears to be a title or reference to a legal document, not a standalone legal provision."
125,"(iv) that the organization's income and property are not distributable to any person, except as reimbursement of reasonable expenses or payment of reasonable compensation for services rendered;",provision,"This paragraph establishes a legal rule regarding the distribution of an organization's income and property, specifying conditions under which distribution is permissible."
126,(b) make provision for the organization to be a body corporate and have an identity and existence distinct from its members or governing body;,provision,"This paragraph establishes a legal rule regarding the organization being a body corporate with a distinct identity from its members or governing body, which is enforceable and actionable."
127,(c) ensure that the members or governing body have no rights in the property or other assets of the organization solely by virtue of their being members or the governing body;,provision,This paragraph establishes a legal rule regarding the rights of members or the governing body in relation to the organization's property or assets.
128,(d) specify the organizational structures and mechanisms for its governance;,provision,"This paragraph specifies a requirement related to governance, indicating an obligation to define organizational structures and mechanisms, which is actionable and enforceable."
129,"(e) provide for a governing body consisting of not less than five persons, three of whom shall not be related to each other;",provision,"This paragraph establishes a requirement for a governing body, specifying the number of members and a condition regarding their relationships, making it an enforceable rule."
130,"(f) in the case of international non- governmental organizations, specify the authorized agent, being a Kenyan citizen, retained by the organization, upon whom official notices, summonses and other process may be served;",provision,"This paragraph establishes a requirement for international non-governmental organizations to specify an authorized agent for service of process, which is a legal obligation."
131,"set out the rules for convening and (g) conducting meetings, including quorums required for and the minutes to be kept of those meetings;",provision,"This paragraph outlines rules and procedures for convening and conducting meetings, including requirements for quorums and record-keeping, which are enforceable actions."
132,(h) determine the manner in which decisions are to be made;,provision,"This paragraph establishes a legal process or obligation related to decision-making, indicating it is a provision."
133,provide that the organization's (i) financial transactions shall be conducted by means of a banking account;,provision,"This paragraph establishes a legal obligation regarding how the organization's financial transactions must be conducted, which is enforceable and actionable."
134,determine the financial year of the (j) organization;,not_provision,"This text is a fragment or part of a larger sentence and does not establish a standalone legal rule, right, obligation, restriction, or process."
135,(k) set out a procedure for changing the constitution;,provision,"This paragraph establishes a legal process by setting out a procedure for changing the constitution, which is an actionable and enforceable content."
136,set out a procedure by which the (1) organization may be wound up or dissolved; and,provision,"This sentence outlines a requirement to establish a procedure for winding up or dissolving an organization, which is an actionable legal process."
137,"(m) provide that, when the organization is being wound up or dissolved, any asset remaining after all its liabilities have been met, shall be transferred to another public benefit organization having similar objectives, which shall be identified through a resolution of the governing body of the organization being wound up or dissolved otherwise, the Authority shall make this decision.",provision,"This paragraph establishes a legal rule regarding the distribution of assets when an organization is wound up or dissolved, specifying the process and authority involved."
138,"(5) The constitution of a membership organization that intends to register as a public benefit organization may make provision for matters relevant to conducting its affairs, including the following—",provision,"This paragraph establishes that the constitution of a membership organization may include provisions for conducting its affairs, which is an actionable guideline for the organization."
139,(a) qualifications for and admission to membership of the organization;,not_provision,"This is a fragment or heading, not a complete legal rule or obligation."
140,circumstances in which a member (b) shall no longer be entitled to the benefits of membership;,provision,"This paragraph outlines a specific condition under which a member loses entitlement to membership benefits, establishing a legal rule or obligation."
141,(d) appeals against loss of the benefits of membership or against termination of membership and specify the procedure for those appeals and determine the body to which those appeals may be made;,provision,"This paragraph establishes a legal process for appeals related to membership benefits and termination, specifying the procedure and the body for appeals, making it enforceable and actionable."
142,(e) membership fees and other payments by members;,not_provision,"This is a fragment or list item, not a standalone legal rule or obligation."
143,"provision that except for proven gross (f) negligence or criminal malfeasance, members or the governing body do not become liable for any of the obligations and liabilities of the",provision,"This paragraph establishes a legal rule regarding the liability of members or the governing body, specifying conditions under which they are not liable."
144,organization solely by virtue of their status as members or the governing body of the organisation;,not_provision,"This text is a fragment and lacks a complete enforceable or actionable content. It does not establish a legal rule, right, obligation, restriction, or process on its own."
145,appointment of the governing body (g) and their respective functions;,not_provision,"This text appears to be a part of a heading or a list item, not a standalone legal provision. It lacks enforceable or actionable content."
146,"procedure for nominating, electing or (h) appointing the governing body and their powers and functions;",provision,"This paragraph outlines a procedure related to the nomination, election, or appointment of a governing body, including their powers and functions. It establishes a process and potentially enforceable content."
147,circumstances and manner in which (i) members of the governing body may be removed from office and provide for appeals against such removal and specify procedures for those appeals and determine a body to which those appeals can be made;,provision,"This paragraph establishes rules and procedures for the removal of members of a governing body, including the appeals process and the determination of the appellate body. It contains enforceable content."
148,"provision that members of its, (j) governing body are not personally liable for any loss suffered by any person as a result of an act or omission which occurs in good faith while the office-bearer is performing functions for or on behalf of the organization;",provision,"This paragraph establishes a legal rule regarding the personal liability of members of a governing body, specifying conditions under which they are not liable. It is enforceable and actionable content."
149,provisions for avoiding conflict of (1) interest and dealing with it where it arises;,not_provision,"This text appears to be a fragment or a heading rather than a complete, enforceable legal provision. It lacks specific rules, rights, obligations, or processes."
150,the purposes for which the funds of (m) the organization may be used; and,not_provision,"This text appears to be part of a list or a heading related to the use of funds, but it does not establish a specific legal rule, right, or obligation on its own."
151,acquiring and controlling of assets. (n),not_provision,"This appears to be a fragment or part of a heading and does not establish a legal rule, right, obligation, restriction, or process."
152,"(6) Subject to subsections (4) and (5), the governing body of a public benefit organization shall adopt such by- laws or rules as may be necessary to enable it to perform its functions and exercise its powers.",provision,"This paragraph establishes an obligation for the governing body of a public benefit organization to adopt necessary by-laws or rules, which is an enforceable action."
153,(7) The governing body of a public benefit organization shall not delegate—,provision,"This sentence establishes a restriction on the actions of a governing body, indicating it is a legal rule."
154,"its duties to review and approve the (a) income, liabilities, assets, expenditures, and programs of the public benefit organization for the past year and the anticipated assets,",provision,"The paragraph outlines specific duties related to reviewing and approving financial and programmatic aspects of a public benefit organization, establishing an obligation."
155,"liabilities, income, expenditures and programs for the upcoming year;",not_provision,"This text appears to be a fragment or list related to financial topics, lacking enforceable or actionable content."
156,the selection of its members; (b),not_provision,"This text appears to be part of a list or a continuation of a sentence, lacking a complete legal rule or obligation."
157,the process by which its constitution (c) or other founding instrument can be amended; or,not_provision,"This text is part of a list or description and does not establish a standalone legal rule, right, obligation, or process."
158,"decisions to deregister, dissolve, or (d) wind-up the public benefit organization.",provision,"This paragraph outlines specific actions (deregister, dissolve, wind-up) that can be taken regarding a public benefit organization, indicating enforceable or actionable content."
159,(8) A public benefit organization shall notify the Authority of any change in the particulars submitted under subsection (2) or (3) within sixty days of occurrence.,provision,"This paragraph establishes an obligation for a public benefit organization to notify the Authority of changes within a specified timeframe, making it an enforceable rule."
160,"9.(1) The Authority shall, within sixty days after Consideration receiving an application under this Act— of application.",provision,"This paragraph establishes a specific obligation for the Authority to act within a specified timeframe after receiving an application, which is an enforceable legal requirement."
161,consider the application and any (a) further information provided by the applicant; and,not_provision,"This text is a fragment and does not establish a complete legal rule, right, obligation, or process. It appears to be part of a larger provision or clause."
162,"if satisfied that the application meets (b) the requirements of this Act, register the organization as a public benefit organization.",provision,This paragraph establishes a legal process and obligation for registering an organization as a public benefit organization if certain requirements are met.
163,"(2) If, after considering an application, the Authority is not satisfied that the application complies with the requirements for registration, the Authority shall forthwith, in writing, notify the applicant accordingly, giving reasons for the decision and informing the applicant of the duration, which shall be a period not exceeding thirty days from the date of the notice, during which to comply with those requirements.",provision,"This paragraph establishes a legal process and obligation for the Authority to notify the applicant in writing if their application does not comply with registration requirements, including providing reasons and a timeframe for compliance."
164,"(3) The period within which compliance shall be effected under subsection (2) may be extended by the Authority upon good cause being shown by the applicant, but such extension shall only be granted once and shall be for a maximum period of twenty-one days.",provision,"This paragraph establishes a legal rule regarding the extension of a compliance period, specifying conditions and limitations, making it enforceable."
165,"(4) If an applicant whb has received a notice in terms of subsection (2) complies with the requirements for registration.within the prescribed period, the Authority shall, within fourteen days of receipt of the requested requirements, register the public benefit organization concerned accordingly.",provision,This paragraph establishes a legal process and obligation for the Authority to register a public benefit organization if the applicant complies with the requirements within a specified period.
